id,source_edge_id,doc_id,sentence_id,sentence_text,subj_canonical_id,subj_canonical_term,rel_text,obj_canonical_id,obj_canonical_term,rel_len,has_prep,is_generic_rel,rel_support_total,rel_support_subj,rel_support_obj,accept,normalized_relation,reason,evidence,model_name,created_at
144,806,doc_5d35,doc_5d35_sent_00033,"#SBATCH --nodes=1 --constraint=haswell
#BB create_persistent name=alpha capacity=10 access=striped type=scratch
#SBATCH hetjob
#SBATCH --nodes=16 --constraint=knl
NOTE: Cray's DataWarp interface directly reads the job script, but has no knowledge of ""Slurm's ""hetjob"" directive, so Slurm internally rebuilds the script for each job component so that only that job component's burst buffer directives are included in that script.",6218,interface,read,5136,job script,4,0,1,8,8,6,1,reads_from,The interface reads the job script.,The sentence states that the interface 'directly reads the job script'.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
145,809,doc_5d35,doc_5d35_sent_00039,"=haswell
#BB create_persistent name=alpha capacity=10 access=striped type=scratch
#SBATCH hetjob
#SBATCH --nodes=16 --constraint=knl
#EXCLUDED DW persistentdw name=alpha
Rebuilt script for second job component
#SBATCH --nodes=16 --constraint=knl
exit 0
Managing Jobs
Information maintained in Slurm for a heterogeneous job includes:
job_id: Each component of a heterogeneous job will have its own unique job_id.",907,component,have,271,job_id,4,0,1,130,52,72,1,unknown,The sentence states that 'each component of a heterogeneous job will have its own unique job_id'.,Information maintained in Slurm for a heterogeneous job includes: job_id: Each component of a heterogeneous job will have its own unique job_id.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
146,811,doc_5d35,doc_5d35_sent_00044,"The first component will have a het_job_offset value of 0, the next a value of 1, etc.
job_idhet_job_idhet_job_offsethet_job_id_set
Table 1: Example job IDs
The squeue and sview commands report the components of a heterogeneous job using the format ""<het_job_id>+<het_job_offset>"".",907,component,have,1556,table,4,0,1,130,52,72,1,unknown,The sentence states that each component 'has' a het_job_offset value.,"The first component will have a het_job_offset value of 0, the next a value of 1, etc.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
147,821,doc_5d35,doc_5d35_sent_00061,"Slurm has a configuration option to control behavior of some commands with respect to heterogeneous jobs. By default a request to cancel, hold or release a job ID that is not the het_job_id, but that of a job component will only operate that one component of the heterogeneous job. If SchedulerParameters configuration parameter includes the option ""whole_hetjob"" then the operation would apply to all components of the job if any job component is specified to be operated upon. In the below example, the scancel command will either cancel all components of job 93 if SchedulerParameters=whole_hetjob is configured, otherwise only job 93+1 will be cancelled. If a specific heterogeneous job component is specified (e.g. ""scancel 93+1""), then only that one component will be effected.",50,slurm,have,1196,configuration option,4,0,1,130,52,72,1,unknown,The sentence explicitly states that Slurm 'has' a configuration option.,Slurm has a configuration option to control behavior of some commands with respect to heterogeneous jobs.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
148,822,doc_5d35,doc_5d35_sent_00061,"Slurm has a configuration option to control behavior of some commands with respect to heterogeneous jobs. By default a request to cancel, hold or release a job ID that is not the het_job_id, but that of a job component will only operate that one component of the heterogeneous job. If SchedulerParameters configuration parameter includes the option ""whole_hetjob"" then the operation would apply to all components of the job if any job component is specified to be operated upon. In the below example, the scancel command will either cancel all components of job 93 if SchedulerParameters=whole_hetjob is configured, otherwise only job 93+1 will be cancelled. If a specific heterogeneous job component is specified (e.g. ""scancel 93+1""), then only that one component will be effected.",205,parameter,include,150,option,7,0,1,52,24,24,1,configures,"The sentence states that the 'SchedulerParameters' configuration option 'includes' the 'whole_hetjob' option, which configures the behavior of the'scancel' command.","Slurm has a configuration option to control behavior of some commands with respect to heterogeneous jobs. By default a request to cancel, hold or release",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
149,824,doc_5d35,doc_5d35_sent_00066,The --het-group option takes an expression defining which component(s) are to launch an application for an individual execution of the srun command.,150,option,take,4750,expression,4,0,1,12,10,7,1,unknown,The sentence states that the option 'takes' an expression.,The --het-group option takes an expression defining which component(s) are to launch an application for an individual execution of the srun command.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
150,829,doc_5d35,doc_5d35_sent_00087,"In addition, the ""SLURM_JOB_ID"" environment variable will contain the job ID of the heterogeneous job leader and ""SLURM_HET_SIZE"" will contain the number of components in the job. Note that if using srun with a single specific het group (for instance --het-group=1) ""SLURM_JOB_ID"" will contain the job ID of the heterogeneous job leader.",79,variable,contain,4940,job id,7,0,1,22,16,15,1,unknown,The sentence explicitly states that the 'SLURM_JOB_ID' environment variable 'contains' the job ID.,"In addition, the 'SLURM_JOB_ID' environment variable will contain the job ID of the heterogeneous job leader.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
151,831,doc_5d35,doc_5d35_sent_00087,"In addition, the ""SLURM_JOB_ID"" environment variable will contain the job ID of the heterogeneous job leader and ""SLURM_HET_SIZE"" will contain the number of components in the job. Note that if using srun with a single specific het group (for instance --het-group=1) ""SLURM_JOB_ID"" will contain the job ID of the heterogeneous job leader.",1300,slurm_job_id,contain,4940,job id,7,0,1,22,16,15,1,unknown,The sentence explicitly states that the SLURM_JOB_ID environment variable 'will contain' the job ID.,"In addition, the 'SLURM_JOB_ID' environment variable will contain the job ID of the heterogeneous job leader.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
152,833,doc_5d35,doc_5d35_sent_00091,"The example below shows how Slurm sets environment variables for MPI.
$ salloc -N1 : -N2 bash
salloc:",50,slurm,set,1460,environment variable,3,0,1,10,10,9,1,sets,The sentence states that Slurm sets environment variables.,The sentence states: 'The example below shows how Slurm sets environment variables for MPI.' and the command'salloc -N1 : -N2 bash' is an example of,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
153,835,doc_5d35,doc_5d35_sent_00096,"salloc -N1 --mem=256GB -C haswell : \
 -n2176 -N32 --ntasks-per-core=1 -C knl bash
srun server : client
The SLURM_PROCID environment variable will be set to reflect a global task rank. Each spawned process will have a unique SLURM_PROCID.",1549,process,have,5006,slurm_procid,4,0,1,130,52,72,1,unknown,"SLURM sets the SLURM_PROCID environment variable for each process, so each process 'has' a unique SLURM_PROCID.",The SLURM_PROCID environment variable will be set to reflect a global task rank. Each spawned process will have a unique SLURM_PROCID.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
154,836,doc_5d35,doc_5d35_sent_00099,The backfill scheduler has limitations in how it tracks usage of CPUs and memory in the future.,2081,backfill scheduler,have,1017,limitation,4,0,1,130,52,72,1,unknown,The sentence explicitly states that the backfill scheduler 'has' limitations.,The backfill scheduler has limitations in how it tracks usage of CPUs and memory in the future.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
155,846,doc_5d35,doc_5d35_sent_00124,An example scenario would be if you have a task that needs to use 1 GPU per processor while another task needs all the available GPUs on a node with only one processor.,506,task,need,3345,gpus,4,0,1,3,3,3,1,requires,The sentence states that 'An example scenario would be if you have a task that needs to use 1 GPU per processor'. This implies that the task'requires' the GPUs.,An example scenario would be if you have a task that needs to use 1 GPU per processor,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
156,850,doc_5d35,doc_5d35_sent_00145,"For example, a user might have a limit of 2 concurrent running jobs and submit a heterogeneous job with 3 components.",98,user,have,64,limit,4,0,1,130,52,72,1,unknown,"The sentence states that a user'might have' a limit, indicating possession.","For example, a user might have a limit of 2 concurrent running jobs",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
157,851,doc_5d35,doc_5d35_sent_00146,"Such a situation will have an adverse effect upon scheduling other jobs, especially other heterogeneous jobs.",6582,situation,have,144,effect,4,0,1,130,52,72,1,unknown,"The sentence states that a situation 'has' an adverse effect, which matches the 'has' relation.",Such a situation will have an adverse effect upon scheduling other jobs.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
158,852,doc_04b1,doc_04b1_sent_00001,"This document contains Slurm administrator information specifically for high throughput computing, namely the execution of many short jobs.",41,document,contain,42,slurm administrator information,7,0,1,22,16,15,1,unknown,The sentence explicitly states that the document contains Slurm administrator information.,This document contains Slurm administrator information specifically for high throughput computing.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
159,855,doc_04b1,doc_04b1_sent_00066,The trade off is that slurmctld will use more memory for each additional thread.,801,slurmctld,use,1657,memory,3,0,1,63,35,45,1,uses,The sentence states that slurmctld 'will use' more memory for each additional thread.,The trade off is that slurmctld will use more memory for each additional thread.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
160,874,doc_96c0,doc_96c0_sent_00015,Slurm provides limited support for restricting use of HBM.,50,slurm,provide,8650,limited support,7,0,1,42,27,28,1,unknown,The sentence explicitly states that Slurm 'provides' limited support for restricting HBM use.,Slurm provides limited support for restricting use of HBM.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
161,876,doc_96c0,doc_96c0_sent_00019,"KNL processors with 68 cores (a subset of KNL models) will not have homogeneous NUMA nodes in snc4 mode, but each NUMA node will have either 16 or 18 cores. This will result in Slurm using the lower core count, finding a total of 256 threads rather than 272 threads and setting the node to a DOWN state.",3412,processor,have,285,node,4,0,1,130,52,72,1,unknown,"The sentence states that each NUMA node 'will have' a certain number of cores, implying possession.","KNL processors will not have homogeneous NUMA nodes in snc4 mode, but each NUMA node will have either 16 or 18 cores.",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
162,877,doc_96c0,doc_96c0_sent_00019,"KNL processors with 68 cores (a subset of KNL models) will not have homogeneous NUMA nodes in snc4 mode, but each NUMA node will have either 16 or 18 cores. This will result in Slurm using the lower core count, finding a total of 256 threads rather than 272 threads and setting the node to a DOWN state.",285,node,have,1564,cores,4,0,1,130,52,72,1,unknown,"The sentence states that KNL processors 'have' a certain number of cores, and the subject is 'KNL processors'.","KNL processors will not have homogeneous NUMA nodes in snc4 mode, but each NUMA node will have either 16 or 18 cores. This will result",mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
163,882,doc_96c0,doc_96c0_sent_00030,Users can specify they want all resources allocated on a specific count of leaf switches (Dragonfly group) using Slurm's --switches option.,1749,resource,use,150,option,3,0,1,63,35,45,1,uses,The sentence states that users can specify the number of leaf switches to allocate using the Slurm option.,Users can specify they want all resources allocated on a specific count of leaf switches (Dragonfly group) using Slurm's --switches option.,mistralai/Mistral-7B-Instruct-v0.2,2026-01-15T10:43:11Z
