canonical_term,term_type,synonyms_json,abbreviations_json,member_term_ids_json,freq_total,freq_docs,created_at,updated_at
home/.rhost,,"[""HOME/.rhosts file""]",[],[1706],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
destination,,"[""Destination queue"", ""destination host""]",[],"[1707, 1969]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lspasswd,,"[""lspasswd command""]",[],[1711],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
character,,"[""characters""]",[],[1712],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
window password,,"[""Windows password authentication""]",[],[1713],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
non-shared file system,,"[""non-shared file system environment""]",[],[1714],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
correct,,"[""correct permissions""]",[],[1716],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
non-uniform file name,,"[""non-uniform file name space""]",[],[1718],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
chdir,,[],[],[1719],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
current,,"[""current working""]",[],[1722],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
nis,,"[""NIS""]","[""NIS""]",[1726],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
mbatchd daemon error,,"[""mbatchd daemon error logs""]",[],[1729],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
unknown service error message,,"[""unknown service error message displays""]",[],[1731],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
topic,,"[""topics""]",[],[1732],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
fix lim,,"[""fix LIM problems""]",[],[1733],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
new process,,"[""new process group""]",[],[1736],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
child process,,"[""child process group""]",[],[1738],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
enforcement,,[],[],[1741],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
linux cgroup,,"[""Linux cgroup memory""]",[],[1742],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
subsystem,,[],[],[1743],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
root process,,"[""root process group""]",[],[1745],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
parent process,,"[""parent process ID"", ""parent process group""]",[],"[1746, 1750]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ppid,,"[""PPID""]","[""PPID""]",[1747],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
only reliable,,"[""only reliable way""]",[],[1748],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
hostgroup,,"[""HostGroup""]",[],[1754],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
hostpartition,,"[""HostPartition sections""]",[],[1755],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
unknown host,,"[""Unknown host type""]",[],[1759],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
immediate,,"[""immediate action""]",[],[1761],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
hosta unknown,,"[""hostA UNKNOWN Ultra""]",[],[1762],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
bctrld,,[],[],[1763],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
egosh ego start lim,,"[""egosh ego start lim hostA""]",[],[1766],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ego.sudoer,,"[""ego.sudoers file""]",[],[1768],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
rsh,,"[""rsh command""]",[],[1769],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
incorrect cpu,,"[""incorrect CPU factors""]",[],[1772],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
hosta default,,"[""hostA DEFAULT DEFAULT""]",[],[1778],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
automatic host,,"[""automatic host model""]",[],[1780],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
efficient,,"[""efficient use""]",[],[1782],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
aix,,"[""AIX"", ""AIX host""]","[""AIX""]","[1783, 1785]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ntx,,"[""NTX""]","[""NTX""]",[1786],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
total numa,,"[""Total NUMA Nodes""]",[],[1788],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
matched,,"[""Matched Architecture"", ""Matched Model"", ""Matched Type""]",[],"[1792, 1793, 1794]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
hosttype,,"[""HostType"", ""HostType section""]",[],"[1795, 1796]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
host type,,"[""host type name""]",[],[1797],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
typename,,"[""TYPENAME""]","[""TYPENAME""]",[1799],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
crayj,,"[""CRAYJ""]","[""CRAYJ""]",[1800],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
hostmodel,,"[""HostModel section""]",[],[1802],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
architecture,,[],[],[1804],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
host model,,"[""host model entries"", ""host model list"", ""host model model""]",[],"[1805, 1806, 1886]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
modelname,,"[""MODELNAME CPUFACTOR ARCHITECTURE # keyword""]",[],[1809],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
clock,,"[""clocks""]",[],[1811],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
sync,,[],[],[1813],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
eauth,,[],[],[1814],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
timestamp,,[],[],[1815],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ntp,,"[""NTP""]","[""NTP""]",[1817],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
network time,,"[""Network Time Protocol""]",[],[1818],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
open,,"[""open file""]",[],[1820],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
incorrect file,,"[""incorrect file permissions""]",[],[1821],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
incorrect path,,"[""Incorrect path names""]",[],[1822],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
running lsf,,"[""Running LSF daemons""]",[],[1823],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
malloc,,[],[],[1824],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
enough available,,"[""enough available memory""]",[],[1826],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
swap,,"[""swap space""]",[],[1827],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
internal,,"[""internal error""]",[],[1828],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
available swap,,"[""available swap space""]",[],[1830],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
more swap,,"[""more swap space""]",[],[1831],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
auth_user,,[],[],[1832],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
tcp,,"[""tcp service""]",[],"[1833, 1835]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ident,,"[""ident authentication"", ""ident daemon"", ""ident server""]",[],"[1834, 1844, 1849, 1853]",4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
setuid root,,"[""setuid root command""]",[],[1837],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
identd,,"[""identd daemon""]",[],"[1838, 1839]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
inetd.conf,file,[],[],[1840],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
authentication datum format,,"[""Authentication data format error""]",[],[1841],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
authentication port,,"[""Authentication port mismatch""]",[],[1842],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
protocol,,"[""protocol error""]",[],[1843],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
userok,,[],[],[1845],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
request,,"[""Request""]",[],[1846],7,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
bad,,"[""Bad cpuFactor"", ""bad port"", ""bad user""]",[],"[1847, 1885, 1920]",3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
non-privileged,,"[""non-privileged port""]",[],[1848],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
forged,,"[""Forged username""]",[],[1850],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
equivalent,,"[""equivalent host""]",[],[1855],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
host.equiv,,[],[],[1856],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
.rhost,,"["".rhosts file""]",[],[1858],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
init_acceptsock,,"[""init_AcceptSock""]",[],[1859],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
exiting,,[],[],[1860],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
initsock,,"[""initSock""]",[],[1863],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
udp,,[],[],[1866],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
read lsf,,"[""Read LSF Guide""]",[],[1867],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
serv,,[],[],[1868],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
init_servsock,,"[""init_ServSock""]",[],[1871],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
second lsf,,"[""second LSF daemon""]",[],[1872],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
invalid section name,,"[""Invalid section name name""]",[],[1877],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
unrecognized section,,"[""unrecognized section name""]",[],[1880],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
duplicate cluster name,,"[""Duplicate cluster name name""]",[],[1881],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
same lsf.shared,,"[""same lsf.shared file""]",[],[1883],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
many host,,"[""many host models""]",[],[1888],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
resource name,,"[""Resource name name""]",[],[1891],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
illegal,,"[""illegal character""]",[],[1895],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
letter,,[],[],[1896],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
za-z,,"[""zA-Z""]",[],[1897],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
digit,,"[""digits""]",[],[1898],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
function,,[],[],[1900],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
non-lsf,,"[""non-LSF host""]",[],[1901],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
rcvloadvector,,"[""rcvLoadVector""]",[],[1903],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
sender,,"[""Sender""]",[],[1904],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
config,,[],[],[1905],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
masterregister,,"[""MasterRegister""]",[],[1906],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
inconsistent configuration,,"[""inconsistent configuration information""]",[],[1907],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
same configuration,,"[""same configuration information""]",[],[1908],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
got,,"[""Got load""]",[],[1909],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
unknown index,,"[""Unknown index name""]",[],[1911],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
external load index,,"[""external load index name""]",[],[1912],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
getusr,,[],[],[1914],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
num,,[],[],[1915],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
doacceptconn,,[],[],[1918],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
submitter,,"[""Submitter""]",[],[1921],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lname,,[],[],[1922],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
same user,,"[""same user ID""]",[],[1923],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
interactive remote,,"[""interactive remote execution""]",[],[1924],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
authrequest,,"[""authRequest""]",[],[1926],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
root job,,"[""root job submission""]",[],[1927],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf_root_rex,config,"[""LSF_ROOT_REX"", ""LSF_ROOT_REX parameter""]","[""LSF_ROOT_REX""]","[1928, 1933]",2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
rescontrol,,"[""resControl""]",[],[1929],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf.conffile,,[],[],[1934],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
x_ok,config,"[""X_OK""]","[""X_OK""]",[1935],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
respath,,[],[],[1938],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
renewjob,,"[""renewJob""]",[],[1942],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
exist,,"[""exists""]",[],[1944],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
token,,"[""token processing""]",[],[1946],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
setup,,[],[],[1947],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
logjobinfo,,"[""logJobInfo""]",[],[1948],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
jobfile,,[],[],[1949],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
xdrpo,,"[""xdrpos""]",[],[1950],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
pos,,[],[],[1951],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
xdr buf,,"[""xdr buf len""]",[],[1952],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
len,,[],[],[1953],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
rmlogjobinfo,,"[""rmLogJobInfo""]",[],[1954],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
start_job,,[],[],[1955],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
readlogjobinfo,,"[""readLogJobInfo""]",[],[1956],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
n’t,,[],[],[1957],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
fname,,[],[],[1959],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
geteloglock,,"[""getElogLock""]",[],[1960],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lock,,"[""lock file""]",[],[1961],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
releaseeloglock,,"[""releaseElogLock""]",[],[1962],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lockfile,,[],[],[1963],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
toucheloglock,,"[""touchElogLock""]",[],[1964],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
replay_newjob,,[],[],[1966],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
replay_switchjob,,[],[],[1968],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
replay_startjob,,[],[],[1970],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
do_restartreq,,"[""do_restartReq""]",[],[1973],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
hdata,,"[""hData""]",[],[1974],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
host_name,,[],[],[1977],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
server host,,"[""server host list""]",[],[1984],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf_lim_api_ntrie,,"[""LSF_LIM_API_NTRIES parameter""]",[],[1988],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
many time,,"[""many times LSF""]",[],[1990],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
retry,,[],[],[1991],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
retry error,,"[""retry error message""]",[],[1993],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
command client,,"[""command client messages""]",[],[1994],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
error message,,"[""error message output""]",[],[1997],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
point,,"[""Point""]",[],[1998],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
failure possible reason error message,,"[""failure Possible reason Error message output""]",[],[1999],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
connection,,[],[],[2000],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
mbatchd daemonthe mbatchd,,"[""mbatchd daemonThe mbatchd daemon""]",[],[2001],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
connect,,[],[],[2003],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsb_mbd_port,config,"[""LSB_MBD_PORT""]","[""LSB_MBD_PORT""]",[2004],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsb_query_portlsf,config,"[""LSB_QUERY_PORTLSF""]","[""LSB_QUERY_PORTLSF""]",[2005],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsb_query_port,config,"[""LSB_QUERY_PORT""]","[""LSB_QUERY_PORT""]",[2006],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
internal library,,"[""Internal library error""]",[],[2012],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
handshake,,"[""handshake message""]",[],[2013],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ego.conf,file,"[""ego.conf file""]",[],[2017],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
vemkd,,"[""vemkd daemon""]",[],[2018],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
current fix pack,,"[""current fix pack level""]",[],[2019],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
same cluster,,"[""same cluster name""]",[],[2020],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ego.cluster,,[],[],[2023],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
configuration file,,"[""configuration file paths""]",[],[2025],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
migrate,,"[""Migrate values""]",[],[2028],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
old lsf.conf,file,"[""old lsf.conf file""]",[],[2029],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
new lsf.conf,file,"[""new lsf.conf file""]",[],[2030],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf_envdir_old\,,"[""LSF_ENVDIR_old\\""]",[],[2032],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf_envdir_new\,,"[""LSF_ENVDIR_new\\""]",[],[2033],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
correct configuration path,,"[""correct configuration path values""]",[],[2036],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
new directory structure,,"[""new directory structure changes""]",[],[2037],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
old passwd.lsfuser,,"[""old passwd.lsfuser file""]",[],[2038],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf_envdir_old\passwd.lsfuser,,"[""LSF_ENVDIR_old\\passwd.lsfuser""]",[],[2039],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
lsf_envdir_new\passwd.lsfuser,,"[""LSF_ENVDIR_new\\passwd.lsfuser""]",[],[2040],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
old lsf batch configuration,,"[""old LSF batch configuration files""]",[],[2041],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
copy lsb_confdir_old\cluster_name\configdir\,,"[""Copy LSB_CONFDIR_old\\cluster_name\\configdir\\ *""]",[],[2042],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
old lsf batch work,,"[""old LSF batch work files""]",[],[2043],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
copying ego,,"[""Copying EGO configuration""]",[],[2044],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
old ego xml configuration,,"[""old EGO XML configuration files""]",[],[2049],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ego_confdir_old\*.xml,,"[""EGO_CONFDIR_old\\*.xml""]",[],[2050],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
old ego password,,"[""old EGO password file""]",[],[2051],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ego_confdir_old\passwd.ego,,"[""EGO_CONFDIR_old\\passwd.ego""]",[],[2052],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ego_confdir_new\passwd.ego,,"[""EGO_CONFDIR_new\\passwd.ego""]",[],[2053],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
old ego work,,"[""old EGO work directory""]",[],[2054],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
ego_workdir_old\,,"[""EGO_WORKDIR_old\\""]",[],[2055],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
new lsf,,"[""new LSF cluster""]",[],[2056],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
monitor,,[],[],[2060],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
linear,,[],[],[2061],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
selecttype,,"[""SelectType""]",[],[2062],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
cons_tre,,"[""cons_tres""]",[],[2063],16,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
core,,"[""cores""]",[],[2065],23,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
thread,,"[""threads""]",[],[2066],11,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
consumable,,"[""consumable resources""]",[],[2067],22,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
consumable resource,,"[""consumable resource type""]",[],[2068],4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
selecttypeparameter,,"[""SelectTypeParameters""]",[],[2069],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
parameterpossible,,"[""parameterPossible valuesDescription""]",[],[2072],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
nodename,,"[""NodeName""]",[],[2073],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
layout,,[],[],[2075],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
board,,"[""boards""]",[],[2076],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
logical,,"[""logical CPUs""]",[],[2077],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
partitionname,,"[""PartitionName""]",[],[2078],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
oversubscribe,,"[""OverSubscribe""]",[],[2081],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
maxnode,,"[""MaxNodes""]",[],[2082],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
selecttypeselect,,"[""SelectTypeselect""]",[],[2084],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
cons_trescontrol,,"[""cons_tresControls""]",[],[2085],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
whole,,"[""whole nodes""]",[],[2087],4,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
cr_cpu_memory,,"[""CR_CPU_Memory""]",[],[2088],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
cr_core,,"[""CR_Core""]",[],[2089],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
cr_core_memory,,"[""CR_Core_Memory""]",[],[2090],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
cr_socket,,"[""CR_Socket""]",[],[2091],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
|,,"[""| CR_Socket_Memory""]",[],[2092],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
salloc,,[],[],[2096],6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
sbatch command line,,"[""sbatch command line options""]",[],[2097],3,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
step 1command line optionpossible,,"[""Step 1Command line optionPossible valuesDescription""]",[],[2098],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
arestrict node,,"[""ARestricts node selection""]",[],[2101],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
contiguous,,"[""contiguous nodes""]",[],[2102],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
aprevent,,"[""APrevents sharing""]",[],[2104],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
suballocate,,"[""Suballocates CPUs""]",[],[2105],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
memory_bound,,[],[],[2108],2,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
allocation,,"[""Allocation"", ""allocation methods""]",[],"[2109, 2118]",19,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
command line,,"[""command line options""]",[],[2111],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
default allocation,,"[""default allocation method""]",[],[2112],8,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
block,,"[""block --cpu"", ""block allocation"", ""block method"", ""blocks""]",[],"[2113, 2215, 2243, 2247]",6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
cyclic,,"[""cyclic allocation"", ""cyclic distribution""]",[],"[2115, 2210, 2226]",6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
robin,,"[""robin fashion""]",[],[2116],6,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
appropriate command line,,"[""appropriate command line options""]",[],[2117],1,1,2025-11-24T01:29:41Z,2025-11-24T01:29:41Z
