enrich_id,canonical_term,example_term,scheduler,category,short_definition,is_hpc_domain,freq_total,doc_count,aliases_json,raw_json
1024,delete,DELETE,generic,command,"DELETE is a command used in REST API requests to remove or delete resources, associations, or other objects in the HPC system.",1,3,2,[],"{
  ""term"": ""DELETE"",
  ""canonical"": ""delete"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""command"",
  ""short_definition"": ""DELETE is a command used in REST API requests to remove or delete resources, associations, or other objects in the HPC system."",
  ""aliases"": []
}"
1025,delete association,Delete association,slurm,command,"Delete association is a SLURM command used to remove associations between accounts, clusters, QoS, partitions, or other resources.",1,1,1,[],"{
  ""term"": ""Delete association"",
  ""canonical"": ""delete association"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""Delete association is a SLURM command used to remove associations between accounts, clusters, QoS, partitions, or other resources."",
  ""aliases"": []
}"
1026,sacctmgr,sacctmgr,slurm,command,"sacctmgr is a command-line utility for managing Slurm entities (users, jobs, etc.) in the Slurm database.",1,1,1,[],"{
  ""term"": ""sacctmgr"",
  ""canonical"": ""sacctmgr"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""command"",
  ""short_definition"": ""sacctmgr is a command-line utility for managing Slurm entities (users, jobs, etc.) in the Slurm database."",
  ""aliases"": []
}"
1027,deleted associations,deleted associations,slurm,config_param,A query parameter in SLURM's API to include deleted associations in the response.,1,1,1,[],"{
  ""term"": ""deleted associations"",
  ""canonical"": ""deleted associations"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""A query parameter in SLURM's API to include deleted associations in the response."",
  ""aliases"": []
}"
1028,deleted clusters,deleted clusters,slurm,queue_or_partition,Deleted clusters refer to clusters that have been removed or deactivated in the SLURM database.,1,1,1,[],"{
  ""term"": ""deleted clusters"",
  ""canonical"": ""deleted clusters"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""queue_or_partition"",
  ""short_definition"": ""Deleted clusters refer to clusters that have been removed or deactivated in the SLURM database."",
  ""aliases"": []
}"
1029,deleted flag,deleted flag,generic,config_param,"The 'deleted flag' is a configuration parameter used to indicate the deletion status of users, accounts, QoS, associations, or licenses in the HPC system.",1,1,1,[],"{
  ""term"": ""deleted flag"",
  ""canonical"": ""deleted flag"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""config_param"",
  ""short_definition"": ""The 'deleted flag' is a configuration parameter used to indicate the deletion status of users, accounts, QoS, associations, or licenses in the HPC system."",
  ""aliases"": []
}"
1030,deleting,deleting,slurm,job_state,The 'deleting' state is a transitional state for a job in SLURM when it is being removed from the scheduler's resources.,1,1,1,[],"{
  ""term"": ""deleting"",
  ""canonical"": ""deleting"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""The 'deleting' state is a transitional state for a job in SLURM when it is being removed from the scheduler's resources."",
  ""aliases"": []
}"
1031,delivery report callback,delivery report callback,slurm,other_hpc,A delivery report callback is a function in the Slurm jobcomp/kafka plugin that handles messages from the Kafka library based on their error status.,1,1,1,[],"{
  ""term"": ""delivery report callback"",
  ""canonical"": ""delivery report callback"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""A delivery report callback is a function in the Slurm jobcomp/kafka plugin that handles messages from the Kafka library based on their error status."",
  ""aliases"": []
}"
1032,dell,Dell,unknown,other_hpc,"Dell is a manufacturer of compute nodes used in HPC systems, as referenced in the context of configuring SLURM for Dell KNL systems.",1,1,1,"[""Dell Inc."", ""Dell Computers""]","{
  ""term"": ""Dell"",
  ""canonical"": ""dell"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""unknown"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Dell is a manufacturer of compute nodes used in HPC systems, as referenced in the context of configuring SLURM for Dell KNL systems."",
  ""aliases"": [""Dell Inc."", ""Dell Computers""]
}"
1033,deny,deny,both,option_flag,"The 'deny' option in PAM (Pluggable Authentication Module) configuration sets the action to deny access when a certain condition is met, such as a user having no jobs on the node.",1,4,1,[],"{
  ""term"": ""deny"",
  ""canonical"": ""deny"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""option_flag"",
  ""short_definition"": ""The 'deny' option in PAM (Pluggable Authentication Module) configuration sets the action to deny access when a certain condition is met, such as a user having no jobs on the node."",
  ""aliases"": []
}"
1034,denyonlimit,DenyOnLimit,slurm,config_param,DenyOnLimit is a configuration option for SLURM QoS that denies job submission if they exceed the specified limits as stand-alone jobs.,1,1,1,[],"{
  ""term"": ""DenyOnLimit"",
  ""canonical"": ""denyonlimit"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""DenyOnLimit is a configuration option for SLURM QoS that denies job submission if they exceed the specified limits as stand-alone jobs."",
  ""aliases"": []
}"
1035,denyqos,DenyQOS,slurm,queue_or_partition,DenyQOS is a comma-separated list of QoS names that are not allowed to execute jobs in a given partition in SLURM.,1,1,1,[],"{
  ""term"": ""DenyQOS"",
  ""canonical"": ""denyqos"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""queue_or_partition"",
  ""short_definition"": ""DenyQOS is a comma-separated list of QoS names that are not allowed to execute jobs in a given partition in SLURM."",
  ""aliases"": []
}"
1036,dependencies,dependencies,generic,other_hpc,"Dependencies refer to the interconnected software packages that must be installed and updated together in an HPC system, as they may affect the proper functioning of Slurm daemons and client commands.",1,2,2,[],"{
  ""term"": ""dependencies"",
  ""canonical"": ""dependencies"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Dependencies refer to the interconnected software packages that must be installed and updated together in an HPC system, as they may affect the proper functioning of Slurm daemons and client commands."",
  ""aliases"": []
}"
1037,dependency,Dependency,generic,job_state,A job state indicating that the job has a dependency on another job that has not been satisfied.,1,3,2,[],"{
  ""term"": ""Dependency"",
  ""canonical"": ""dependency"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""job_state"",
  ""short_definition"": ""A job state indicating that the job has a dependency on another job that has not been satisfied."",
  ""aliases"": []
}"
1038,dependent jobs,dependent jobs,slurm,job_state,"Dependent jobs are jobs that are held or waiting for other jobs to complete before they can be scheduled, as described in the context of SLURM job scheduling.",1,1,1,[],"{
  ""term"": ""dependent jobs"",
  ""canonical"": ""dependent jobs"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""Dependent jobs are jobs that are held or waiting for other jobs to complete before they can be scheduled, as described in the context of SLURM job scheduling."",
  ""aliases"": []
}"
1039,deployments,deployments,generic,other_hpc,"Deployments refer to the installation, configuration, and management of software, infrastructure, or workloads on an HPC cluster, often using tools like Kubernetes for orchestration.",1,1,1,[],"{
  ""term"": ""deployments"",
  ""canonical"": ""deployments"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Deployments refer to the installation, configuration, and management of software, infrastructure, or workloads on an HPC cluster, often using tools like Kubernetes for orchestration."",
  ""aliases"": []
}"
1040,deprecated,Deprecated,slurm,other_hpc,"In the context of SLURM, 'Deprecated' indicates a plugin or feature that is no longer recommended for use and will be removed in a future major release.",1,1,1,[],"{
  ""term"": ""Deprecated"",
  ""canonical"": ""deprecated"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""In the context of SLURM, 'Deprecated' indicates a plugin or feature that is no longer recommended for use and will be removed in a future major release."",
  ""aliases"": []
}"
1041,depth-first traversal,depth-first traversal,generic,other_hpc,A depth-first traversal is an algorithmic strategy for exploring or searching tree or graph structures by visiting the deepest nodes before backtracking.,1,2,1,[],"{
  ""term"": ""depth-first traversal"",
  ""canonical"": ""depth-first traversal"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""A depth-first traversal is an algorithmic strategy for exploring or searching tree or graph structures by visiting the deepest nodes before backtracking."",
  ""aliases"": []
}"
1042,depth_oblivious,DEPTH_OBLIVIOUS,slurm,config_param,"DEPTH_OBLIVIOUS is a configuration parameter in SLURM that, when set, calculates job priority without considering the depth of associations in the scheduling tree, effectively disabling the 'fair tree' algorithm.",1,3,2,[],"{
  ""term"": ""DEPTH_OBLIVIOUS"",
  ""canonical"": ""depth_oblivious"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""config_param"",
  ""short_definition"": ""DEPTH_OBLIVIOUS is a configuration parameter in SLURM that, when set, calculates job priority without considering the depth of associations in the scheduling tree, effectively disabling the 'fair tree' algorithm."",
  ""aliases"": []
}"
1043,derived exit code,derived Exit Code,slurm,job_state,"The derived exit code is a customizable exit status for a Slurm job, allowing users to annotate a job's exit status after it completes.",1,2,1,[],"{
  ""term"": ""derived Exit Code"",
  ""canonical"": ""derived exit code"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""The derived exit code is a customizable exit status for a Slurm job, allowing users to annotate a job's exit status after it completes."",
  ""aliases"": []
}"
1045,node range expression,node range expression,slurm,queue_or_partition,A node range expression is a concise way to identify a group of nodes in a Slurm cluster using square brackets and a sequence of comma-separated numbers and/or ranges of numbers.,1,3,2,[],"{
  ""term"": ""node range expression"",
  ""canonical"": ""node range expression"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""queue_or_partition"",
  ""short_definition"": ""A node range expression is a concise way to identify a group of nodes in a Slurm cluster using square brackets and a sequence of comma-separated numbers and/or ranges of numbers."",
  ""aliases"": []
}"
1046,design,design,generic,other_hpc,"The design refers to the planning and organization of HPC systems, including job scheduling algorithms and resource allocation strategies.",1,1,1,[],"{
  ""term"": ""design"",
  ""canonical"": ""design"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The design refers to the planning and organization of HPC systems, including job scheduling algorithms and resource allocation strategies."",
  ""aliases"": []
}"
