term_id,term,canonical,scheduler,ontology_role,category,dul_bucket,is_hpc_domain,definition,aliases_json,raw_json,freq_total
592,hosts,hosts,lsf,class,resource,object,1,"Hosts are physical or virtual machines in an LSF cluster, providing resources for job execution. They have static and dynamic resources, and load indices are used to manage their availability.",[],"{
  ""term"": ""hosts"",
  ""canonical"": ""Hosts"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""Hosts are physical or virtual machines in an LSF cluster, providing resources for job execution. They have static and dynamic resources, and load indices are used to manage their availability."",
  ""aliases"": []
}",4
605,pending jobs,pendingjobs,lsf,class,job_state,event,1,Pending jobs are jobs waiting to be scheduled and executed on available resources in an LSF cluster.,[],"{
  ""term"": ""pending jobs"",
  ""canonical"": ""PendingJobs"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""job_state"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""event"",
  ""definition"": ""Pending jobs are jobs waiting to be scheduled and executed on available resources in an LSF cluster."",
  ""aliases"": []
}",3
607,loadStop,loadstop,lsf,datatype_property,config_param,description,1,loadStop is a load threshold in LSF that determines when running jobs can be suspended.,[],"{
  ""term"": ""loadStop"",
  ""canonical"": ""loadStop"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""loadStop is a load threshold in LSF that determines when running jobs can be suspended."",
  ""aliases"": []
}",2
610,host,host,both,class,resource,object,1,"A host is a physical or virtual machine that provides resources for job execution in HPC systems. It can have load levels, resource limits, and requirements.",[],"{
  ""term"": ""host"",
  ""canonical"": ""Host"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""both"",
  ""category"": ""resource"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""A host is a physical or virtual machine that provides resources for job execution in HPC systems. It can have load levels, resource limits, and requirements."",
  ""aliases"": []
}",7
612,load index,load_index,both,datatype_property,resource,description,1,"A load index is a metric used to determine the load level on a host, which affects job scheduling. It can increase or decrease with load, and is compared to threshold values for scheduling decisions.",[],"{
  ""term"": ""load index"",
  ""canonical"": ""load_index"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""both"",
  ""category"": ""resource"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""A load index is a metric used to determine the load level on a host, which affects job scheduling. It can increase or decrease with load, and is compared to threshold values for scheduling decisions."",
  ""aliases"": []
}",2
624,candidate hosts,candidatehosts,lsf,class,resource,object,1,Candidate hosts are the hosts that match the resource requirements specified with the bsub -R command option in LSF and are considered for job scheduling.,[],"{
  ""term"": ""candidate hosts"",
  ""canonical"": ""CandidateHosts"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""Candidate hosts are the hosts that match the resource requirements specified with the bsub -R command option in LSF and are considered for job scheduling."",
  ""aliases"": []
}",2
626,scheduling conditions,schedulingconditions,both,class,other_hpc,description,1,"Scheduling conditions define the criteria for job scheduling, including load thresholds, resource limits, and resource requirements.",[],"{
  ""term"": ""scheduling conditions"",
  ""canonical"": ""SchedulingConditions"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""both"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""description"",
  ""definition"": ""Scheduling conditions define the criteria for job scheduling, including load thresholds, resource limits, and resource requirements."",
  ""aliases"": []
}",2
636,lsfinstall,lsfinstall,lsf,individual,command,information_object,1,"lsfinstall is a command used to install LSF (IBM LSF) on a cluster, configuring cluster characteristics such as name, administrators, and hosts.",[],"{
  ""term"": ""lsfinstall"",
  ""canonical"": ""lsfinstall"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""command"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""lsfinstall is a command used to install LSF (IBM LSF) on a cluster, configuring cluster characteristics such as name, administrators, and hosts."",
  ""aliases"": []
}",6
637,install.config,install.config,lsf,individual,config_file,information_object,1,"install.config is a configuration file used during the installation of IBM LSF, specifying cluster characteristics, administrators, and host definitions.",[],"{
  ""term"": ""install.config"",
  ""canonical"": ""install.config"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_file"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""install.config is a configuration file used during the installation of IBM LSF, specifying cluster characteristics, administrators, and host definitions."",
  ""aliases"": []
}",4
638,LSF_CONFDIR,lsf_confdir,lsf,individual,other_hpc,information_object,1,"LSF_CONFDIR is the directory containing LSF configuration files, including cluster name, administrators, hosts, and file systems.",[],"{
  ""term"": ""LSF_CONFDIR"",
  ""canonical"": ""LSF_CONFDIR"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_dir"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""LSF_CONFDIR is the directory containing LSF configuration files, including cluster name, administrators, hosts, and file systems."",
  ""aliases"": []
}",8
639,lsf.cluster.cluster_name,lsf.cluster.cluster_name,lsf,datatype_property,config_param,description,1,lsf.cluster.cluster_name is a configuration parameter that specifies the name of an LSF cluster.,[],"{
  ""term"": ""lsf.cluster.cluster_name"",
  ""canonical"": ""lsf.cluster.cluster_name"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""lsf.cluster.cluster_name is a configuration parameter that specifies the name of an LSF cluster."",
  ""aliases"": []
}",11
640,Hosts,hosts,lsf,class,resource,object,1,"Hosts are the physical or virtual machines in an LSF cluster, defined in the LSF_CONFDIR/lsf.cluster.cluster_name file. They provide resources for job execution.",[],"{
  ""term"": ""Hosts"",
  ""canonical"": ""Hosts"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""resource"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""Hosts are the physical or virtual machines in an LSF cluster, defined in the LSF_CONFDIR/lsf.cluster.cluster_name file. They provide resources for job execution."",
  ""aliases"": []
}",2
647,batch job,batchjob,lsf,class,other_hpc,event,1,A batch job is a unit of work submitted to the LSF scheduler for execution on allocated compute resources.,[],"{
  ""term"": ""batch job"",
  ""canonical"": ""BatchJob"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""other_hpc"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""event"",
  ""definition"": ""A batch job is a unit of work submitted to the LSF scheduler for execution on allocated compute resources."",
  ""aliases"": []
}",2
673,lsf.conf,lsf.conf,lsf,individual,config_file,information_object,1,"lsf.conf is the most important configuration file for IBM LSF, used to modify the behavior of an LSF cluster.",[],"{
  ""term"": ""lsf.conf"",
  ""canonical"": ""lsf.conf"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_file"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""lsf.conf is the most important configuration file for IBM LSF, used to modify the behavior of an LSF cluster."",
  ""aliases"": []
}",18
675,lsf.shared,lsf.shared,lsf,individual,config_file,information_object,1,lsf.shared is an important LSF configuration file that defines shared settings for the cluster.,[],"{
  ""term"": ""lsf.shared"",
  ""canonical"": ""lsf.shared"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_file"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""lsf.shared is an important LSF configuration file that defines shared settings for the cluster."",
  ""aliases"": []
}",15
676,LSB_CONFDIR,lsb_confdir,lsf,individual,other_hpc,description,1,LSB_CONFDIR is a directory containing important configuration files for the IBM LSF scheduler.,[],"{
  ""term"": ""LSB_CONFDIR"",
  ""canonical"": ""LSB_CONFDIR"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_dir"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""description"",
  ""definition"": ""LSB_CONFDIR is a directory containing important configuration files for the IBM LSF scheduler."",
  ""aliases"": []
}",5
677,cluster_name,cluster_name,lsf,individual,config_file,information_object,1,cluster_name is a configuration file in LSF that specifies the name of the LSF cluster.,[],"{
  ""term"": ""cluster_name"",
  ""canonical"": ""cluster_name"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_file"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""cluster_name is a configuration file in LSF that specifies the name of the LSF cluster."",
  ""aliases"": []
}",6
678,lsb.queues,lsb.queues,lsf,individual,config_file,information_object,1,lsb.queues is an LSF configuration file that defines queue structures for job scheduling.,[],"{
  ""term"": ""lsb.queues"",
  ""canonical"": ""lsb.queues"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_file"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""lsb.queues is an LSF configuration file that defines queue structures for job scheduling."",
  ""aliases"": []
}",12
682,primary LSF administrator,primarylsfadministrator,lsf,individual,user_role,description,1,"The primary LSF administrator is the user responsible for configuring and managing the LSF scheduler, owning important configuration files and having read access for all cluster users.",[],"{
  ""term"": ""primary LSF administrator"",
  ""canonical"": ""PrimaryLSFAdministrator"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""user_role"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""description"",
  ""definition"": ""The primary LSF administrator is the user responsible for configuring and managing the LSF scheduler, owning important configuration files and having read access for all cluster users."",
  ""aliases"": []
}",6
683,cluster users,cluster_users,lsf,class,user_role,object,1,Cluster users are the users who have access to and can manage resources in an LSF cluster.,[],"{
  ""term"": ""cluster users"",
  ""canonical"": ""cluster_users"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""user_role"",
  ""ontology_role"": ""class"",
  ""dul_bucket"": ""object"",
  ""definition"": ""Cluster users are the users who have access to and can manage resources in an LSF cluster."",
  ""aliases"": []
}",2
686,LSF_ENVDIR,lsf_envdir,lsf,datatype_property,config_param,description,1,LSF_ENVDIR is a configuration parameter that defines the location of the lsf.conf file in LSF.,[],"{
  ""term"": ""LSF_ENVDIR"",
  ""canonical"": ""LSF_ENVDIR"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""config_param"",
  ""ontology_role"": ""datatype_property"",
  ""dul_bucket"": ""description"",
  ""definition"": ""LSF_ENVDIR is a configuration parameter that defines the location of the lsf.conf file in LSF."",
  ""aliases"": []
}",5
694,LSF administrators,lsf administrators,lsf,individual,user_role,information_object,1,"LSF administrators are users responsible for managing and configuring the LSF scheduler, including setting up configuration files, defining cluster resources, and managing shared resources.",[],"{
  ""term"": ""LSF administrators"",
  ""canonical"": ""LSF Administrators"",
  ""is_hpc_domain"": true,
  ""scheduler"": ""lsf"",
  ""category"": ""user_role"",
  ""ontology_role"": ""individual"",
  ""dul_bucket"": ""information_object"",
  ""definition"": ""LSF administrators are users responsible for managing and configuring the LSF scheduler, including setting up configuration files, defining cluster resources, and managing shared resources."",
  ""aliases"": []
}",3
