sentence_id,doc_id,sent_idx,sentence,start_char,end_char,length,cleaned_version,created_at
doc_2ca9_sent_00519,doc_2ca9,519,"In addition, the lshosts -gpu and bhosts -gpu command options now show the GPU vendor type (AMD or Nvidia).",90298,90406,107,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00520,doc_2ca9,520,"To enable GPU requirements strings and use AMD GPUs in these requirements strings, LSF_GPU_AUTOCONFIG=Y, LSB_GPU_NEW_SYNTAX=extend,
and LSF_GPU_RESOURCE_IGNORE=Y must be deﬁned in the lsf.conf ﬁle.",90406,90604,197,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00521,doc_2ca9,521,"Related concepts
Submitting and monitoring GPU jobs
Related reference
GPU_REQ parameter in the lsb.applications ﬁle.",90604,90721,116,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00522,doc_2ca9,522,GPU_REQ parameter in the lsb.queues ﬁle.,90721,90762,40,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00523,doc_2ca9,523,"bsub -gpu command option
bhosts -gpu command option
lshosts -gpu command option
Improved GPU preemption
LSF Version 10.1",90762,90882,120,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00524,doc_2ca9,524,"Fix Pack 7 introduced preemptive scheduling for GPU jobs so that a lower priority GPU job can release GPU resources for higher
priority GPU jobs, with certain restrictions on the types of jobs that are involved in preemptive scheduling.",90883,91119,236,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00525,doc_2ca9,525,"LSF Version 10.1 Fix Pack 11 now
introduces improvements to GPU preemption that removes or relaxes several of these previous restrictions on GPU jobs, including the following:
Non-GPU jobs can now preempt lower priority GPU jobs.",91120,91350,229,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00526,doc_2ca9,526,GPU jobs no longer have to be conﬁgured for automatic job migration and rerun to be preemptable by higher priority jobs.,91350,91470,120,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00527,doc_2ca9,527,"That is, the MIG
parameter no longer has to be deﬁned and the RERUNNABLE parameter no longer has to be set to yes in the lsb.queues or lsb.applications
ﬁle.",91471,91627,156,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00528,doc_2ca9,528,"Ensure that you properly conﬁgure the MIG, RERUNNABLE, or REQUEUE parameters to ensure that GPU resources are properly released
after the job is preempted.",91628,91784,155,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00529,doc_2ca9,529,GPU jobs no longer have to have either mode=exclusive_process or j_exclusive=yes set to be preempted by other GPU jobs.,91784,91903,119,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00530,doc_2ca9,530,"GPU jobs
can also use mode=shared if the GPU is used by only one shared-mode job.",91904,91986,81,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00531,doc_2ca9,531,Higher priority GPU jobs cannot preempt shared-mode GPU jobs if there are multiple jobs running on the GPU.,91986,92094,107,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00532,doc_2ca9,532,"Previously, to enable GPU preemption, you deﬁne the LSB_GPU_NEW_SYNTAX parameter in the lsf.conf ﬁle as either Y or extend, then conﬁgure the
PREEMPTABLE_RESOURCES parameter in the lsb.params ﬁle to include the ngpus_physical resource.",92094,92329,235,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00533,doc_2ca9,533,"LSF then treats the GPU resources the same
as other preemptable resources.",92330,92405,74,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00534,doc_2ca9,534,"To enable the improved GPU preemption features introduced in LSF Version 10.1 Fix Pack 11, you must deﬁne the LSB_GPU_NEW_SYNTAX
parameter in the lsf.conf ﬁle as extend (not as Y), then conﬁgure the PREEMPTABLE_RESOURCES parameter in the lsb.params ﬁle to include the
ngpus_physical resource.",92405,92697,292,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00535,doc_2ca9,535,"If you deﬁne the LSB_GPU_NEW_SYNTAX parameter in the lsf.conf ﬁle as Y instead of extend, GPU job preemption is
enabled without these improvements and still has the restrictions from LSF Version 10.1 Fix Pack 7.",92698,92910,211,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00536,doc_2ca9,536,"Related concepts
Preemptive scheduling
Enabling GPU features
Related reference
LSB_GPU_NEW_SYNTAX parameter in the lsf.conf ﬁle.
Job scheduling and execution",92910,93068,157,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00537,doc_2ca9,537,The following new features affect job scheduling and execution.,93068,93132,63,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00538,doc_2ca9,538,"Submit jobs as other users
LSF now allows a job submission user to submit jobs as another job execution user. This is useful if you want the job submission user to be a
particular user, but to map the job execution user to other users.",93132,93368,235,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00539,doc_2ca9,539,"To enable this feature, you can download and deploy the example bsubmit command executable ﬁle, which is a wrapper for the bsub command.",93368,93505,136,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00540,doc_2ca9,540,"Note that the bsubmit command is not included with LSF; to use the command, you build it from the source at:
https://github.com/IBMSpectrumComputing/lsf-utils/tree/master/bsubmit.
Using the bsubmit example, you can deﬁne the execution users to which you can map submission users, create a conﬁguration ﬁle named
lsf.usermapping in the $LSF_ENVDIR directory to deﬁne the user mapping policy for the bsubmit command.",93505,93919,414,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00541,doc_2ca9,541,"The lsf.usermapping allows you to map
several job execution users and user groups to a single submission user or user group. This ﬁle must be owned by the LSF administrator, with ﬁle
permissions set to read/write for the owner and read-only for all other users. For each row, specify the submission user or group to the left and a
comma-separated list of execution users or groups on the right.",93920,94315,394,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00542,doc_2ca9,542,"For example:
#Submission user or group # Execution users or groups
userA userB,userC,userD
groupA groupB
This lsf.usermapping conﬁguration ﬁle means that the userA user can submit jobs as userB, userC, or userD. Users in the groupA group can
submit jobs as any user in the groupB user group.",94315,94607,291,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00543,doc_2ca9,543,"To submit jobs as other users, use the bsubmit command.",94607,94662,55,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00544,doc_2ca9,544,"For example, run the following command if the job submission user userA is submitting a
job as job execution user userC:
bsubmit --user",94663,94798,135,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00545,doc_2ca9,545,"userC myjob
Related concepts
Submit jobs as other users
Dynamically add hosts to existing advance reservations
LSF now allows you to dynamically add new hosts to existing advance reservations.",94799,94992,192,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00546,doc_2ca9,546,"To dynamically add new hosts to an existing advance reservation, use the new -f command option in the brsvmod addhost command. LSF selects
these hosts based on the resource requirements as speciﬁed in the -R or -m command options.",94992,95223,230,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00547,doc_2ca9,547,"Related concepts
Changing an advance reservation
Related reference
brsvmod addhost -f command option
Resource connector enhancements
The following enhancements affect LSF resource connector.",95223,95414,190,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00548,doc_2ca9,548,"Launch IBM Cloud Gen 2 instances
LSF clusters can launch instances from IBM Cloud Virtual Servers for VPC Gen 2 (IBM Cloud Gen 2) to satisfy pending workload.",95414,95572,158,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00549,doc_2ca9,549,"The instances join
the LSF cluster.",95573,95608,35,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00550,doc_2ca9,550,"If instances become idle, LSF resource connector automatically deletes them.",95609,95685,76,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00551,doc_2ca9,551,"Conﬁgure Cloud VPC Gen 2 as a resource provider with
the ibmcloudgen2_conﬁg.json and ibmcloudgen2_templates.json ﬁles.",95686,95805,118,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00552,doc_2ca9,552,"Related concepts
Conﬁguring IBM Cloud Virtual Servers for VPC Gen 2 for LSF resource connector
Related reference
ibmcloudgen2_conﬁg.json
ibmcloudgen2_templates.json
Conﬁgure Spot VMs for",95805,95991,186,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00553,doc_2ca9,553,"CycleCloud
You can now enable and conﬁgure the use of spot VMs in the LSF resource connector template for Microsoft Azure CycleCloud.",95992,96125,133,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00554,doc_2ca9,554,"Spot VMs are
instances that the Azure infrastructure can evict whenever Azure needs to reclaim the capacity.",96126,96234,108,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00555,doc_2ca9,555,"There is no guarantee that a spot VM is available
when requesting a new instance, but spot VMs cost less than regular on-demand VMs.",96235,96368,132,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00556,doc_2ca9,556,"To use spot VMs, you must be using Microsoft Azure CycleCloud, Version 8 or newer.",96368,96451,82,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00557,doc_2ca9,557,"To enable spot VMs, deﬁne the new interruptible parameter as true in the cyclecloudprov_templates.json ﬁle.",96451,96558,107,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00558,doc_2ca9,558,"If you enabled spot VMs, you can also
specify the maximum allowed price before Azure evicts the instance. Deﬁne the new maxPrice parameter to the maximum price, in USD/hour per VM,
in the cyclecloudprov_templates.json ﬁle.",96559,96782,222,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00559,doc_2ca9,559,"Note: If the value of maxPrice is set to a lower price than the current offering price, the VM request remains pending.",96782,96902,119,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00560,doc_2ca9,560,"Related reference
cyclecloudprov_templates.json ﬁle
Specify job level account names for LSF resource connector
You can now specify account names for LSF resource connector at the job level.",96902,97091,189,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00561,doc_2ca9,561,"These account names are tagged on hosts that are borrowed through
LSF resource connector.",97092,97181,89,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00562,doc_2ca9,562,"Previously, you could only specify account names at the queue or application level with the RC_ACCOUNT parameter.",97182,97296,113,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00563,doc_2ca9,563,"To set the project name as the default account name, enable DEFAULT_RC_ACCOUNT_PER_PROJECT=Y in the lsb.params ﬁle.",97296,97411,115,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00564,doc_2ca9,564,"This account name
overrides the value of the RC_ACCOUNT parameter at the application and queue levels (lsb.applications and lsb.queues ﬁles).",97412,97554,141,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00565,doc_2ca9,565,"You can allow users to assign a speciﬁc account name at the job level by enabling ENABLE_RC_ACCOUNT_REQUEST_BY_USER=Y in the lsb.params
ﬁle.",97554,97694,140,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00566,doc_2ca9,566,"This allows users to use the bsub -rcacct ""rc_account_name"" command option to assign an account name. This account name overrides
all other values of the account name, including the setting of the project name.",97695,97905,210,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00567,doc_2ca9,567,"This also allows users to use an esub script to set the
LSB_SUB6_RC_ACCOUNT parameter to change the job level account name. This parameter value overrides the value of the
DEFAULT_RC_ACCOUNT_PER_PROJECT parameter in the lsb.params ﬁle and bsub or bmod -rcacct command options.",97906,98183,276,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00568,doc_2ca9,568,"View accounting statistics for jobs that are billed to the speciﬁed account name by running the bacct -rcacct command option, or for jobs with the
account name that actually ran on an LSF resource connector host by running the bacct -rcalloc command option.",98183,98441,257,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00569,doc_2ca9,569,"Related tasks
Updating LSF conﬁguration for resource connector
Related reference
bsub -rcacct command option
bacct -rcacct and -rcalloc command options
ENABLE_RC_ACCOUNT_REQUEST_BY_USER parameter in the lsb.params ﬁle
DEFAULT_RC_ACCOUNT_PER_PROJECT parameter in the lsb.params ﬁle
Resource management
The following new features affect resource management and allocation.",98441,98812,370,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00570,doc_2ca9,570,"Per-consumer global limits for job resource allocations
When using global limit scheduling in the LSF multicluster capability, you can now conﬁgure the global limits to apply to each individual consumer
instead of to all consumers.",98812,99044,231,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00571,doc_2ca9,571,"To deﬁne the global per-consumer resource allocation limits, edit the lsb.globalpolicies ﬁle and specify the PER_APP, PER_LIC_PROJECT,
PER_PROJECT, PER_QUEUE, or PER_USER parameters in the Limit section.",99044,99247,203,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00572,doc_2ca9,572,"You cannot specify the per-consumer limit together with the consumer
limit (for example, you cannot conﬁgure PER_APP and APPS limits in the same Limit section).",99248,99409,160,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00573,doc_2ca9,573,All other features of global limit scheduling remain the same.,99409,99472,62,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00574,doc_2ca9,574,"To enable global limit scheduling among all clusters, edit the lsb.params ﬁle and deﬁne GLOBAL_LIMITS=Y.
Related tasks
Global limits for job resource allocations
Related reference
Limit section in the lsb.globalpolicies ﬁle
Monitor scheduler efﬁciency
LSF now provides a scheduling efﬁciency metric to help you with monitoring cluster performance.",99472,99820,347,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00575,doc_2ca9,575,"When the amount of time that LSF spent scheduling a job is large compared to the run times of jobs, you will observe a low resource utilization in
your cluster.",99820,99980,160,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00576,doc_2ca9,576,"For instance, if the average run time of jobs equals the average time required to ﬁll a slot after a job ﬁnishes, the slot usage in the cluster
will be approximately 50% of what it would be if scheduling overhead is zero.",99981,100202,221,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00577,doc_2ca9,577,"It is not always clear whether low utilization is caused by scheduling
performance or by conﬁgured policies (such as limits) that block jobs from accessing resources.",100203,100370,166,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00578,doc_2ca9,578,"LSF now provides a scheduling efﬁciency metric in the badmin perfmon command that estimates how the slot and memory utilization of the cluster
is affected by scheduling overhead.",100370,100548,178,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00579,doc_2ca9,579,"A value near 100% means that improving scheduler performance does not signiﬁcantly improve resource
utilization, while a lower percentage indicates how improving scheduler performance will improve resource utilization.",100549,100767,218,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00580,doc_2ca9,580,"For example, a value of 75%
means that due to scheduling overhead, resource utilization is only 75% of what it could be if scheduling overhead were to be reduced to zero.",100768,100939,170,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00581,doc_2ca9,581,Run the badmin perfmon view command to view the scheduler efﬁciency for ﬁnished jobs within a sample period.,100939,101047,108,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00582,doc_2ca9,582,"This displays the scheduler
efﬁciency numbers for both the set of ﬁnished jobs within the sample period and all ﬁnished jobs in the cluster.",101048,101189,140,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00583,doc_2ca9,583,Run the bacct command to view the scheduler efﬁciency for all ﬁnished jobs in a cluster.,101189,101278,88,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00584,doc_2ca9,584,"Related concepts
Monitor scheduler efﬁciency and overhead
Related reference
bacct command
badmin command
Security
The following new features affect cluster security.",101278,101444,165,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00585,doc_2ca9,585,"New administration command to start and stop LSF daemons
LSF now has a new, separate administration command, bctrld, to start and stop LSF daemons (LIM, RES, and sbatchd).",101444,101616,171,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00586,doc_2ca9,586,"The bctrld executable ﬁle, which is owned by root, is installed with the setuid flag turned off and this command can be used only by root. To allow
non-root users (such as LSF administrators) to run the bctrld command to start the LSF daemons, you must either add the non-root users to the
sudo Linux group or enable the setuid flag and conﬁgure the non-root users in the lsf.sudoers ﬁle.",101616,102005,388,1,2026-01-29T16:24:27Z
doc_2ca9_sent_00587,doc_2ca9,587,"This command moves all the LSF daemon start, stop, and restart administration subcommands into one separate command.",102005,102121,116,1,2026-01-29T16:24:27Z
